id,product,layer,code,status,contextKey,contextTitle,appliesTo,scenario,meaning,causes,resolution,prevention,severity,owner,source,lastVerified,tags,seoTitle,seoSlug,metaDescription,canonicalPath,confidence
PP-0863,Power Platform,Connector/API,RateLimitExceeded,429,teams-notification-flow,Teams Notification Flow,Power Automate cloud flow posting to Microsoft Teams,The automation posts adaptive cards or channel messages after a business event.,"A connector, API, or downstream service rate limit was exceeded. This article focuses on the teams notification flow scenario.","High request volume, looped connector calls, aggressive retries, concurrency spikes, or shared connector throttling. In this scenario, confirm the team, channel, connector permissions, message payload, and DLP policy for the environment.","Reduce concurrency, add backoff, batch requests, cache repeated reads, and distribute work over time. For teams notification flow, also verify: Confirm the team, channel, connector permissions, message payload, and DLP policy for the environment.","Design integrations around documented limits and monitor retry counts. For teams notification flow, document the expected permissions, connector settings, and test data used to validate the fix.",Medium,Flow maker,SRC-001; SRC-004,2026-06-09,rate limit exceeded 429 connector throttling teams-notification-flow Teams Notification Flow,RateLimitExceeded in Teams Notification Flow | Power Platform Error Fix,ratelimitexceeded-teams-notification-flow,"RateLimitExceeded in Teams Notification Flow: what it means, common causes, and how to resolve it in Power Platform.",/errors/ratelimitexceeded-teams-notification-flow.html,Medium
PP-0864,Power Platform,Connector/API,RateLimitExceeded,429,dataverse-row-operation,Dataverse Row Operation,"Power Automate or app logic creating, reading, updating, or deleting Dataverse rows","The process calls Dataverse tables directly from a flow, app, plugin, custom connector, or Web API client.","A connector, API, or downstream service rate limit was exceeded. This article focuses on the dataverse row operation scenario.","High request volume, looped connector calls, aggressive retries, concurrency spikes, or shared connector throttling. In this scenario, check table permissions, row ownership, logical names, column types, and service protection limits.","Reduce concurrency, add backoff, batch requests, cache repeated reads, and distribute work over time. For dataverse row operation, also verify: Check table permissions, row ownership, logical names, column types, and service protection limits.","Design integrations around documented limits and monitor retry counts. For dataverse row operation, document the expected permissions, connector settings, and test data used to validate the fix.",Medium,Dataverse admin,SRC-001; SRC-004,2026-06-09,rate limit exceeded 429 connector throttling dataverse-row-operation Dataverse Row Operation,RateLimitExceeded in Dataverse Row Operation | Power Platform Error Fix,ratelimitexceeded-dataverse-row-operation,"RateLimitExceeded in Dataverse Row Operation: what it means, common causes, and how to resolve it in Power Platform.",/errors/ratelimitexceeded-dataverse-row-operation.html,Medium
PP-0865,Power Platform,Connector/API,RateLimitExceeded,429,canvas-app-form,Canvas App Form,Power Apps canvas app form or formula,"The user saves a form, loads a record, calls a flow, or uses connector data inside a canvas app.","A connector, API, or downstream service rate limit was exceeded. This article focuses on the canvas app form scenario.","High request volume, looped connector calls, aggressive retries, concurrency spikes, or shared connector throttling. In this scenario, check app sharing, data source permissions, formula null handling, and connector policy restrictions.","Reduce concurrency, add backoff, batch requests, cache repeated reads, and distribute work over time. For canvas app form, also verify: Check app sharing, data source permissions, formula null handling, and connector policy restrictions.","Design integrations around documented limits and monitor retry counts. For canvas app form, document the expected permissions, connector settings, and test data used to validate the fix.",Medium,App owner,SRC-001; SRC-004,2026-06-09,rate limit exceeded 429 connector throttling canvas-app-form Canvas App Form,RateLimitExceeded in Canvas App Form | Power Platform Error Fix,ratelimitexceeded-canvas-app-form,"RateLimitExceeded in Canvas App Form: what it means, common causes, and how to resolve it in Power Platform.",/errors/ratelimitexceeded-canvas-app-form.html,Medium
PP-0866,Power Platform,Connector/API,RateLimitExceeded,429,model-driven-app-command,Model-driven App Command,"Power Apps model-driven app command, form, or view","A user opens a table form, triggers a command, or runs business logic from a model-driven app.","A connector, API, or downstream service rate limit was exceeded. This article focuses on the model-driven app command scenario.","High request volume, looped connector calls, aggressive retries, concurrency spikes, or shared connector throttling. In this scenario, check security roles, command visibility rules, table privileges, and field security profiles.","Reduce concurrency, add backoff, batch requests, cache repeated reads, and distribute work over time. For model-driven app command, also verify: Check security roles, command visibility rules, table privileges, and field security profiles.","Design integrations around documented limits and monitor retry counts. For model-driven app command, document the expected permissions, connector settings, and test data used to validate the fix.",Medium,Model-driven app maker,SRC-001; SRC-004,2026-06-09,rate limit exceeded 429 connector throttling model-driven-app-command Model-driven App Command,RateLimitExceeded in Model-driven App Command | Power Platform Error Fix,ratelimitexceeded-model-driven-app-command,"RateLimitExceeded in Model-driven App Command: what it means, common causes, and how to resolve it in Power Platform.",/errors/ratelimitexceeded-model-driven-app-command.html,Medium
PP-0867,Power Platform,Connector/API,RateLimitExceeded,429,solution-import,Solution Import,Power Platform solution import or deployment pipeline,A managed or unmanaged solution is imported into another environment as part of release work.,"A connector, API, or downstream service rate limit was exceeded. This article focuses on the solution import scenario.","High request volume, looped connector calls, aggressive retries, concurrency spikes, or shared connector throttling. In this scenario, review missing dependencies, connection references, environment variables, publisher prefixes, and target environment settings.","Reduce concurrency, add backoff, batch requests, cache repeated reads, and distribute work over time. For solution import, also verify: Review missing dependencies, connection references, environment variables, publisher prefixes, and target environment settings.","Design integrations around documented limits and monitor retry counts. For solution import, document the expected permissions, connector settings, and test data used to validate the fix.",Medium,Release owner,SRC-001; SRC-004,2026-06-09,rate limit exceeded 429 connector throttling solution-import Solution Import,RateLimitExceeded in Solution Import | Power Platform Error Fix,ratelimitexceeded-solution-import,"RateLimitExceeded in Solution Import: what it means, common causes, and how to resolve it in Power Platform.",/errors/ratelimitexceeded-solution-import.html,Medium
PP-0868,Power Platform,Connector/API,RateLimitExceeded,429,desktop-flow-runner,Desktop Flow Runner,Power Automate Desktop attended or unattended run,A desktop flow starts on a machine or machine group and attempts to create or reuse a Windows session.,"A connector, API, or downstream service rate limit was exceeded. This article focuses on the desktop flow runner scenario.","High request volume, looped connector calls, aggressive retries, concurrency spikes, or shared connector throttling. In this scenario, check machine availability, credentials, RDP policy, user session state, gateway registration, and installed credential providers.","Reduce concurrency, add backoff, batch requests, cache repeated reads, and distribute work over time. For desktop flow runner, also verify: Check machine availability, credentials, RDP policy, user session state, gateway registration, and installed credential providers.","Design integrations around documented limits and monitor retry counts. For desktop flow runner, document the expected permissions, connector settings, and test data used to validate the fix.",Medium,Desktop flow admin,SRC-001; SRC-004,2026-06-09,rate limit exceeded 429 connector throttling desktop-flow-runner Desktop Flow Runner,RateLimitExceeded in Desktop Flow Runner | Power Platform Error Fix,ratelimitexceeded-desktop-flow-runner,"RateLimitExceeded in Desktop Flow Runner: what it means, common causes, and how to resolve it in Power Platform.",/errors/ratelimitexceeded-desktop-flow-runner.html,Medium
PP-0869,Power Platform,Connector/API,RateLimitExceeded,429,custom-connector-http,Custom Connector HTTP Call,Power Platform custom connector or HTTP action,A cloud flow or app calls an external REST API through an HTTP action or custom connector.,"A connector, API, or downstream service rate limit was exceeded. This article focuses on the custom connector http call scenario.","High request volume, looped connector calls, aggressive retries, concurrency spikes, or shared connector throttling. In this scenario, review the request body, headers, authentication scheme, response schema, throttling behavior, and retry policy.","Reduce concurrency, add backoff, batch requests, cache repeated reads, and distribute work over time. For custom connector http call, also verify: Review the request body, headers, authentication scheme, response schema, throttling behavior, and retry policy.","Design integrations around documented limits and monitor retry counts. For custom connector http call, document the expected permissions, connector settings, and test data used to validate the fix.",Medium,Integration owner,SRC-001; SRC-004,2026-06-09,rate limit exceeded 429 connector throttling custom-connector-http Custom Connector HTTP Call,RateLimitExceeded in Custom Connector HTTP Call | Power Platform Error Fix,ratelimitexceeded-custom-connector-http,"RateLimitExceeded in Custom Connector HTTP Call: what it means, common causes, and how to resolve it in Power Platform.",/errors/ratelimitexceeded-custom-connector-http.html,Medium
PP-0870,Power Platform,Connector/API,RateLimitExceeded,429,gateway-data-source,On-premises Gateway Data Source,"Power Automate, Power Apps, or connector using an on-premises data gateway","The automation or app reaches SQL Server, file shares, or internal systems through a gateway connection.","A connector, API, or downstream service rate limit was exceeded. This article focuses on the on-premises gateway data source scenario.","High request volume, looped connector calls, aggressive retries, concurrency spikes, or shared connector throttling. In this scenario, check gateway online status, data source mapping, credentials, network reachability, and connector permissions.","Reduce concurrency, add backoff, batch requests, cache repeated reads, and distribute work over time. For on-premises gateway data source, also verify: Check gateway online status, data source mapping, credentials, network reachability, and connector permissions.","Design integrations around documented limits and monitor retry counts. For on-premises gateway data source, document the expected permissions, connector settings, and test data used to validate the fix.",Medium,Gateway admin,SRC-001; SRC-004,2026-06-09,rate limit exceeded 429 connector throttling gateway-data-source On-premises Gateway Data Source,RateLimitExceeded in On-premises Gateway Data Source | Power Platform Error Fix,ratelimitexceeded-gateway-data-source,"RateLimitExceeded in On-premises Gateway Data Source: what it means, common causes, and how to resolve it in Power Platform.",/errors/ratelimitexceeded-gateway-data-source.html,Medium
PP-0871,Power Platform,Connector/API,RateLimitExceeded,429,sql-server-connector,SQL Server Connector,Power Automate or Power Apps using SQL Server through a connector or gateway,"The app or flow queries, inserts, updates, or deletes SQL Server records as part of a business process.","A connector, API, or downstream service rate limit was exceeded. This article focuses on the sql server connector scenario.","High request volume, looped connector calls, aggressive retries, concurrency spikes, or shared connector throttling. In this scenario, check SQL permissions, gateway mapping, stored procedure parameters, table schema changes, and query timeout behavior.","Reduce concurrency, add backoff, batch requests, cache repeated reads, and distribute work over time. For sql server connector, also verify: Check SQL permissions, gateway mapping, stored procedure parameters, table schema changes, and query timeout behavior.","Design integrations around documented limits and monitor retry counts. For sql server connector, document the expected permissions, connector settings, and test data used to validate the fix.",Medium,Database owner,SRC-001; SRC-004,2026-06-09,rate limit exceeded 429 connector throttling sql-server-connector SQL Server Connector,RateLimitExceeded in SQL Server Connector | Power Platform Error Fix,ratelimitexceeded-sql-server-connector,"RateLimitExceeded in SQL Server Connector: what it means, common causes, and how to resolve it in Power Platform.",/errors/ratelimitexceeded-sql-server-connector.html,Medium
PP-0872,Power Platform,Connector/API,RateLimitExceeded,429,approval-workflow,Approval Workflow,Power Automate approval process,"The flow creates, waits for, updates, or reacts to an approval request.","A connector, API, or downstream service rate limit was exceeded. This article focuses on the approval workflow scenario.","High request volume, looped connector calls, aggressive retries, concurrency spikes, or shared connector throttling. In this scenario, check approver identity, approval timeout, response schema, action run-after settings, and notification delivery.","Reduce concurrency, add backoff, batch requests, cache repeated reads, and distribute work over time. For approval workflow, also verify: Check approver identity, approval timeout, response schema, action run-after settings, and notification delivery.","Design integrations around documented limits and monitor retry counts. For approval workflow, document the expected permissions, connector settings, and test data used to validate the fix.",Medium,Flow owner,SRC-001; SRC-004,2026-06-09,rate limit exceeded 429 connector throttling approval-workflow Approval Workflow,RateLimitExceeded in Approval Workflow | Power Platform Error Fix,ratelimitexceeded-approval-workflow,"RateLimitExceeded in Approval Workflow: what it means, common causes, and how to resolve it in Power Platform.",/errors/ratelimitexceeded-approval-workflow.html,Medium
PP-0873,Power Platform,Connector/API,RateLimitExceeded,429,child-flow-call,Child Flow Call,Power Automate parent flow calling a child flow,A parent flow invokes reusable child-flow logic and waits for a result.,"A connector, API, or downstream service rate limit was exceeded. This article focuses on the child flow call scenario.","High request volume, looped connector calls, aggressive retries, concurrency spikes, or shared connector throttling. In this scenario, check solution membership, trigger type, response action, input schema, connection references, and child-flow ownership.","Reduce concurrency, add backoff, batch requests, cache repeated reads, and distribute work over time. For child flow call, also verify: Check solution membership, trigger type, response action, input schema, connection references, and child-flow ownership.","Design integrations around documented limits and monitor retry counts. For child flow call, document the expected permissions, connector settings, and test data used to validate the fix.",Medium,Solution owner,SRC-001; SRC-004,2026-06-09,rate limit exceeded 429 connector throttling child-flow-call Child Flow Call,RateLimitExceeded in Child Flow Call | Power Platform Error Fix,ratelimitexceeded-child-flow-call,"RateLimitExceeded in Child Flow Call: what it means, common causes, and how to resolve it in Power Platform.",/errors/ratelimitexceeded-child-flow-call.html,Medium
PP-0874,Power Platform,Connector/API,RateLimitExceeded,429,adaptive-card-post,Adaptive Card Post,Power Automate or Teams workflow posting adaptive cards,The flow sends an adaptive card to Teams or Outlook and later processes the response.,"A connector, API, or downstream service rate limit was exceeded. This article focuses on the adaptive card post scenario.","High request volume, looped connector calls, aggressive retries, concurrency spikes, or shared connector throttling. In this scenario, check adaptive card JSON, unsupported schema version, user identity, channel permissions, and response parsing.","Reduce concurrency, add backoff, batch requests, cache repeated reads, and distribute work over time. For adaptive card post, also verify: Check adaptive card JSON, unsupported schema version, user identity, channel permissions, and response parsing.","Design integrations around documented limits and monitor retry counts. For adaptive card post, document the expected permissions, connector settings, and test data used to validate the fix.",Medium,Collaboration app owner,SRC-001; SRC-004,2026-06-09,rate limit exceeded 429 connector throttling adaptive-card-post Adaptive Card Post,RateLimitExceeded in Adaptive Card Post | Power Platform Error Fix,ratelimitexceeded-adaptive-card-post,"RateLimitExceeded in Adaptive Card Post: what it means, common causes, and how to resolve it in Power Platform.",/errors/ratelimitexceeded-adaptive-card-post.html,Medium
PP-0875,Power Platform,Connector/API,RateLimitExceeded,429,excel-online-table,Excel Online Table,Power Automate flow using Excel Online table actions,"The automation reads, lists, inserts, or updates rows in an Excel table stored in OneDrive or SharePoint.","A connector, API, or downstream service rate limit was exceeded. This article focuses on the excel online table scenario.","High request volume, looped connector calls, aggressive retries, concurrency spikes, or shared connector throttling. In this scenario, check workbook location, table name, file lock state, column headers, row keys, and connector throttling.","Reduce concurrency, add backoff, batch requests, cache repeated reads, and distribute work over time. For excel online table, also verify: Check workbook location, table name, file lock state, column headers, row keys, and connector throttling.","Design integrations around documented limits and monitor retry counts. For excel online table, document the expected permissions, connector settings, and test data used to validate the fix.",Medium,Flow maker,SRC-001; SRC-004,2026-06-09,rate limit exceeded 429 connector throttling excel-online-table Excel Online Table,RateLimitExceeded in Excel Online Table | Power Platform Error Fix,ratelimitexceeded-excel-online-table,"RateLimitExceeded in Excel Online Table: what it means, common causes, and how to resolve it in Power Platform.",/errors/ratelimitexceeded-excel-online-table.html,Medium
PP-0876,Power Platform,Connector/API,RateLimitExceeded,429,power-pages-form,Power Pages Form,"Power Pages form, list, or Dataverse-backed page","A portal user submits a form, views a list, signs in, or interacts with Dataverse data through Power Pages.","A connector, API, or downstream service rate limit was exceeded. This article focuses on the power pages form scenario.","High request volume, looped connector calls, aggressive retries, concurrency spikes, or shared connector throttling. In this scenario, check table permissions, web roles, site settings, authentication provider configuration, and Dataverse row access.","Reduce concurrency, add backoff, batch requests, cache repeated reads, and distribute work over time. For power pages form, also verify: Check table permissions, web roles, site settings, authentication provider configuration, and Dataverse row access.","Design integrations around documented limits and monitor retry counts. For power pages form, document the expected permissions, connector settings, and test data used to validate the fix.",Medium,Power Pages admin,SRC-001; SRC-004,2026-06-09,rate limit exceeded 429 connector throttling power-pages-form Power Pages Form,RateLimitExceeded in Power Pages Form | Power Platform Error Fix,ratelimitexceeded-power-pages-form,"RateLimitExceeded in Power Pages Form: what it means, common causes, and how to resolve it in Power Platform.",/errors/ratelimitexceeded-power-pages-form.html,Medium
PP-0877,Power Platform,Connector/API,RateLimitExceeded,429,copilot-studio-topic,Copilot Studio Topic,Copilot Studio topic or action calling Power Platform services,"A copilot topic calls a flow, connector, or Dataverse operation and returns the result to the user.","A connector, API, or downstream service rate limit was exceeded. This article focuses on the copilot studio topic scenario.","High request volume, looped connector calls, aggressive retries, concurrency spikes, or shared connector throttling. In this scenario, check topic variables, action input schema, authentication, environment connection references, and user permissions.","Reduce concurrency, add backoff, batch requests, cache repeated reads, and distribute work over time. For copilot studio topic, also verify: Check topic variables, action input schema, authentication, environment connection references, and user permissions.","Design integrations around documented limits and monitor retry counts. For copilot studio topic, document the expected permissions, connector settings, and test data used to validate the fix.",Medium,Copilot owner,SRC-001; SRC-004,2026-06-09,rate limit exceeded 429 connector throttling copilot-studio-topic Copilot Studio Topic,RateLimitExceeded in Copilot Studio Topic | Power Platform Error Fix,ratelimitexceeded-copilot-studio-topic,"RateLimitExceeded in Copilot Studio Topic: what it means, common causes, and how to resolve it in Power Platform.",/errors/ratelimitexceeded-copilot-studio-topic.html,Medium
PP-0878,Power Platform,Connector/API,RateLimitExceeded,429,managed-solution-upgrade,Managed Solution Upgrade,Power Platform managed solution upgrade or patch,"A managed solution update, patch, or stage-for-upgrade operation is applied to a target environment.","A connector, API, or downstream service rate limit was exceeded. This article focuses on the managed solution upgrade scenario.","High request volume, looped connector calls, aggressive retries, concurrency spikes, or shared connector throttling. In this scenario, check solution layering, missing dependencies, active customizations, publisher identity, and upgrade path order.","Reduce concurrency, add backoff, batch requests, cache repeated reads, and distribute work over time. For managed solution upgrade, also verify: Check solution layering, missing dependencies, active customizations, publisher identity, and upgrade path order.","Design integrations around documented limits and monitor retry counts. For managed solution upgrade, document the expected permissions, connector settings, and test data used to validate the fix.",Medium,Release manager,SRC-001; SRC-004,2026-06-09,rate limit exceeded 429 connector throttling managed-solution-upgrade Managed Solution Upgrade,RateLimitExceeded in Managed Solution Upgrade | Power Platform Error Fix,ratelimitexceeded-managed-solution-upgrade,"RateLimitExceeded in Managed Solution Upgrade: what it means, common causes, and how to resolve it in Power Platform.",/errors/ratelimitexceeded-managed-solution-upgrade.html,Medium
PP-0879,Power Platform,Connector/API,RateLimitExceeded,429,environment-move-copy,Environment Move or Copy,"Power Platform environment copy, restore, backup, or tenant move","An environment is copied, restored, moved, or reconfigured and existing apps or flows are tested afterward.","A connector, API, or downstream service rate limit was exceeded. This article focuses on the environment move or copy scenario.","High request volume, looped connector calls, aggressive retries, concurrency spikes, or shared connector throttling. In this scenario, check environment URLs, connection references, callback URLs, app registrations, data source IDs, and tenant policies.","Reduce concurrency, add backoff, batch requests, cache repeated reads, and distribute work over time. For environment move or copy, also verify: Check environment URLs, connection references, callback URLs, app registrations, data source IDs, and tenant policies.","Design integrations around documented limits and monitor retry counts. For environment move or copy, document the expected permissions, connector settings, and test data used to validate the fix.",Medium,Power Platform admin,SRC-001; SRC-004,2026-06-09,rate limit exceeded 429 connector throttling environment-move-copy Environment Move or Copy,RateLimitExceeded in Environment Move or Copy | Power Platform Error Fix,ratelimitexceeded-environment-move-copy,"RateLimitExceeded in Environment Move or Copy: what it means, common causes, and how to resolve it in Power Platform.",/errors/ratelimitexceeded-environment-move-copy.html,Medium
PP-0880,Power Platform,Connector/API,RateLimitExceeded,429,service-principal-connection,Service Principal Connection,Power Platform connection using app registration or service principal authentication,"A flow, app, or integration authenticates with an application identity instead of a personal user account.","A connector, API, or downstream service rate limit was exceeded. This article focuses on the service principal connection scenario.","High request volume, looped connector calls, aggressive retries, concurrency spikes, or shared connector throttling. In this scenario, check app registration permissions, consent, secret expiry, certificate validity, security roles, and connection ownership.","Reduce concurrency, add backoff, batch requests, cache repeated reads, and distribute work over time. For service principal connection, also verify: Check app registration permissions, consent, secret expiry, certificate validity, security roles, and connection ownership.","Design integrations around documented limits and monitor retry counts. For service principal connection, document the expected permissions, connector settings, and test data used to validate the fix.",Medium,Identity admin,SRC-001; SRC-004,2026-06-09,rate limit exceeded 429 connector throttling service-principal-connection Service Principal Connection,RateLimitExceeded in Service Principal Connection | Power Platform Error Fix,ratelimitexceeded-service-principal-connection,"RateLimitExceeded in Service Principal Connection: what it means, common causes, and how to resolve it in Power Platform.",/errors/ratelimitexceeded-service-principal-connection.html,Medium
PP-0881,Power Platform,Connector/API,RequestEntityTooLarge,413,sharepoint-list-item,SharePoint List Item Flow,Power Automate cloud flow using SharePoint list items,"The flow reads or updates SharePoint list data during an approval, notification, or sync process.",The submitted payload is larger than the service or connector accepts. This article focuses on the sharepoint list item flow scenario.,"Large attachment, oversized JSON body, too many records in one call, or base64 content passed through an action. In this scenario, confirm the site, list, item ID, and connection user permissions before changing expressions.","Reduce file size, chunk the payload, upload content through a supported file API, or process records in batches. For sharepoint list item flow, also verify: Confirm the site, list, item ID, and connection user permissions before changing expressions.","Set payload-size checks before connector calls. For sharepoint list item flow, document the expected permissions, connector settings, and test data used to validate the fix.",Medium,Flow maker,SRC-001; SRC-003,2026-06-09,413 payload too large request entity sharepoint-list-item SharePoint List Item Flow,RequestEntityTooLarge in SharePoint List Item Flow | Power Platform Error Fix,requestentitytoolarge-sharepoint-list-item,"RequestEntityTooLarge in SharePoint List Item Flow: what it means, common causes, and how to resolve it in Power Platform.",/errors/requestentitytoolarge-sharepoint-list-item.html,Medium
PP-0882,Power Platform,Connector/API,RequestEntityTooLarge,413,outlook-email-automation,Outlook Email Automation,Power Automate cloud flow using Outlook mail actions,"The flow sends, moves, or reads email and then passes mailbox data to later actions.",The submitted payload is larger than the service or connector accepts. This article focuses on the outlook email automation scenario.,"Large attachment, oversized JSON body, too many records in one call, or base64 content passed through an action. In this scenario, check mailbox permissions, shared mailbox access, and whether the connection account still has the expected mailbox role.","Reduce file size, chunk the payload, upload content through a supported file API, or process records in batches. For outlook email automation, also verify: Check mailbox permissions, shared mailbox access, and whether the connection account still has the expected mailbox role.","Set payload-size checks before connector calls. For outlook email automation, document the expected permissions, connector settings, and test data used to validate the fix.",Medium,Flow maker,SRC-001; SRC-003,2026-06-09,413 payload too large request entity outlook-email-automation Outlook Email Automation,RequestEntityTooLarge in Outlook Email Automation | Power Platform Error Fix,requestentitytoolarge-outlook-email-automation,"RequestEntityTooLarge in Outlook Email Automation: what it means, common causes, and how to resolve it in Power Platform.",/errors/requestentitytoolarge-outlook-email-automation.html,Medium
PP-0883,Power Platform,Connector/API,RequestEntityTooLarge,413,teams-notification-flow,Teams Notification Flow,Power Automate cloud flow posting to Microsoft Teams,The automation posts adaptive cards or channel messages after a business event.,The submitted payload is larger than the service or connector accepts. This article focuses on the teams notification flow scenario.,"Large attachment, oversized JSON body, too many records in one call, or base64 content passed through an action. In this scenario, confirm the team, channel, connector permissions, message payload, and DLP policy for the environment.","Reduce file size, chunk the payload, upload content through a supported file API, or process records in batches. For teams notification flow, also verify: Confirm the team, channel, connector permissions, message payload, and DLP policy for the environment.","Set payload-size checks before connector calls. For teams notification flow, document the expected permissions, connector settings, and test data used to validate the fix.",Medium,Flow maker,SRC-001; SRC-003,2026-06-09,413 payload too large request entity teams-notification-flow Teams Notification Flow,RequestEntityTooLarge in Teams Notification Flow | Power Platform Error Fix,requestentitytoolarge-teams-notification-flow,"RequestEntityTooLarge in Teams Notification Flow: what it means, common causes, and how to resolve it in Power Platform.",/errors/requestentitytoolarge-teams-notification-flow.html,Medium
PP-0884,Power Platform,Connector/API,RequestEntityTooLarge,413,dataverse-row-operation,Dataverse Row Operation,"Power Automate or app logic creating, reading, updating, or deleting Dataverse rows","The process calls Dataverse tables directly from a flow, app, plugin, custom connector, or Web API client.",The submitted payload is larger than the service or connector accepts. This article focuses on the dataverse row operation scenario.,"Large attachment, oversized JSON body, too many records in one call, or base64 content passed through an action. In this scenario, check table permissions, row ownership, logical names, column types, and service protection limits.","Reduce file size, chunk the payload, upload content through a supported file API, or process records in batches. For dataverse row operation, also verify: Check table permissions, row ownership, logical names, column types, and service protection limits.","Set payload-size checks before connector calls. For dataverse row operation, document the expected permissions, connector settings, and test data used to validate the fix.",Medium,Dataverse admin,SRC-001; SRC-003,2026-06-09,413 payload too large request entity dataverse-row-operation Dataverse Row Operation,RequestEntityTooLarge in Dataverse Row Operation | Power Platform Error Fix,requestentitytoolarge-dataverse-row-operation,"RequestEntityTooLarge in Dataverse Row Operation: what it means, common causes, and how to resolve it in Power Platform.",/errors/requestentitytoolarge-dataverse-row-operation.html,Medium
PP-0885,Power Platform,Connector/API,RequestEntityTooLarge,413,canvas-app-form,Canvas App Form,Power Apps canvas app form or formula,"The user saves a form, loads a record, calls a flow, or uses connector data inside a canvas app.",The submitted payload is larger than the service or connector accepts. This article focuses on the canvas app form scenario.,"Large attachment, oversized JSON body, too many records in one call, or base64 content passed through an action. In this scenario, check app sharing, data source permissions, formula null handling, and connector policy restrictions.","Reduce file size, chunk the payload, upload content through a supported file API, or process records in batches. For canvas app form, also verify: Check app sharing, data source permissions, formula null handling, and connector policy restrictions.","Set payload-size checks before connector calls. For canvas app form, document the expected permissions, connector settings, and test data used to validate the fix.",Medium,App owner,SRC-001; SRC-003,2026-06-09,413 payload too large request entity canvas-app-form Canvas App Form,RequestEntityTooLarge in Canvas App Form | Power Platform Error Fix,requestentitytoolarge-canvas-app-form,"RequestEntityTooLarge in Canvas App Form: what it means, common causes, and how to resolve it in Power Platform.",/errors/requestentitytoolarge-canvas-app-form.html,Medium
PP-0886,Power Platform,Connector/API,RequestEntityTooLarge,413,model-driven-app-command,Model-driven App Command,"Power Apps model-driven app command, form, or view","A user opens a table form, triggers a command, or runs business logic from a model-driven app.",The submitted payload is larger than the service or connector accepts. This article focuses on the model-driven app command scenario.,"Large attachment, oversized JSON body, too many records in one call, or base64 content passed through an action. In this scenario, check security roles, command visibility rules, table privileges, and field security profiles.","Reduce file size, chunk the payload, upload content through a supported file API, or process records in batches. For model-driven app command, also verify: Check security roles, command visibility rules, table privileges, and field security profiles.","Set payload-size checks before connector calls. For model-driven app command, document the expected permissions, connector settings, and test data used to validate the fix.",Medium,Model-driven app maker,SRC-001; SRC-003,2026-06-09,413 payload too large request entity model-driven-app-command Model-driven App Command,RequestEntityTooLarge in Model-driven App Command | Power Platform Error Fix,requestentitytoolarge-model-driven-app-command,"RequestEntityTooLarge in Model-driven App Command: what it means, common causes, and how to resolve it in Power Platform.",/errors/requestentitytoolarge-model-driven-app-command.html,Medium
PP-0887,Power Platform,Connector/API,RequestEntityTooLarge,413,solution-import,Solution Import,Power Platform solution import or deployment pipeline,A managed or unmanaged solution is imported into another environment as part of release work.,The submitted payload is larger than the service or connector accepts. This article focuses on the solution import scenario.,"Large attachment, oversized JSON body, too many records in one call, or base64 content passed through an action. In this scenario, review missing dependencies, connection references, environment variables, publisher prefixes, and target environment settings.","Reduce file size, chunk the payload, upload content through a supported file API, or process records in batches. For solution import, also verify: Review missing dependencies, connection references, environment variables, publisher prefixes, and target environment settings.","Set payload-size checks before connector calls. For solution import, document the expected permissions, connector settings, and test data used to validate the fix.",Medium,Release owner,SRC-001; SRC-003,2026-06-09,413 payload too large request entity solution-import Solution Import,RequestEntityTooLarge in Solution Import | Power Platform Error Fix,requestentitytoolarge-solution-import,"RequestEntityTooLarge in Solution Import: what it means, common causes, and how to resolve it in Power Platform.",/errors/requestentitytoolarge-solution-import.html,Medium
PP-0888,Power Platform,Connector/API,RequestEntityTooLarge,413,desktop-flow-runner,Desktop Flow Runner,Power Automate Desktop attended or unattended run,A desktop flow starts on a machine or machine group and attempts to create or reuse a Windows session.,The submitted payload is larger than the service or connector accepts. This article focuses on the desktop flow runner scenario.,"Large attachment, oversized JSON body, too many records in one call, or base64 content passed through an action. In this scenario, check machine availability, credentials, RDP policy, user session state, gateway registration, and installed credential providers.","Reduce file size, chunk the payload, upload content through a supported file API, or process records in batches. For desktop flow runner, also verify: Check machine availability, credentials, RDP policy, user session state, gateway registration, and installed credential providers.","Set payload-size checks before connector calls. For desktop flow runner, document the expected permissions, connector settings, and test data used to validate the fix.",Medium,Desktop flow admin,SRC-001; SRC-003,2026-06-09,413 payload too large request entity desktop-flow-runner Desktop Flow Runner,RequestEntityTooLarge in Desktop Flow Runner | Power Platform Error Fix,requestentitytoolarge-desktop-flow-runner,"RequestEntityTooLarge in Desktop Flow Runner: what it means, common causes, and how to resolve it in Power Platform.",/errors/requestentitytoolarge-desktop-flow-runner.html,Medium
